Gen	t_n9	t_n10	t_n11	t_n12	t_n13	t_n14	t_n15	mu1	mu2	mu3	sigma2_1	sigma2_2	sigma2_3	lnL
40960000	5.0600074	3.2602508	2.6362688	1.4885336	1.0811694	0.6524320	0.5167663	0.0054730	0.0038831	0.0190925	0.0434256	0.0790989	0.1024001	-24.605
40965000	5.1793434	3.1627365	2.4949849	1.3809193	0.8700583	0.5968501	0.4899901	0.0052479	0.0037847	0.0187082	0.0824202	0.0462982	0.1204413	-15.441
40970000	5.0768973	3.2389717	2.5275103	1.4435772	1.0747420	0.6888254	0.5120894	0.0055494	0.0039317	0.0184315	0.0737784	0.0633495	0.0892441	-15.490
40975000	5.0277411	3.1256453	2.4596448	1.4295298	1.1369354	0.7238261	0.5432534	0.0042435	0.0034829	0.0160632	0.0624430	0.1482453	0.0968682	-19.552
40980000	5.1344666	3.1599659	2.4324367	1.4355889	1.0653963	0.7569736	0.6085820	0.0051275	0.0036483	0.0159737	0.0915058	0.1216972	0.1334583	-21.992
40985000	5.0304583	3.2362180	2.6075814	1.4175257	1.0574420	0.6527258	0.5303944	0.0050008	0.0036915	0.0204207	0.0737512	0.1320640	0.0895192	-16.592
40990000	5.0486086	3.2388732	2.5608617	1.4366475	1.0963311	0.7647942	0.5578909	0.0050234	0.0035335	0.0204667	0.1023978	0.0470331	0.0819357	-15.427
40995000	5.1859397	3.1696233	2.5884355	1.4257197	1.0314489	0.7659211	0.5455398	0.0055260	0.0032800	0.0194817	0.1656565	0.2642486	0.1131911	-18.423
41000000	5.0269335	3.2820925	2.6798031	1.5219111	1.0819359	0.6988583	0.5396292	0.0051882	0.0036014	0.0197933	0.0653556	0.0578659	0.0584775	-18.868
41005000	5.0474582	3.2669906	2.5226749	1.4066150	0.9319283	0.5660376	0.4264647	0.0061043	0.0034224	0.0223236	0.0774744	0.0713407	0.0833288	-15.671
41010000	5.0500347	3.2136014	2.5935173	1.4080375	1.1329703	0.7487606	0.5972642	0.0058728	0.0036151	0.0179168	0.1067559	0.0417045	0.0838439	-21.126
41015000	5.0613243	3.2608061	2.6544628	1.5172804	1.1511389	0.7617290	0.5881316	0.0061675	0.0033157	0.0163669	0.1033443	0.0433967	0.1213658	-13.793
41020000	5.0276472	3.2653696	2.5491189	1.4012876	1.0534478	0.6505295	0.4824772	0.0050048	0.0035706	0.0180534	0.0703186	0.0496415	0.0751759	-23.926
41025000	5.4069533	3.2335988	2.6436228	1.3846080	1.1464352	0.6750980	0.5322570	0.0053842	0.0038345	0.0218568	0.0825951	0.0802452	0.1071205	-23.405
41030000	5.0187174	3.2685098	2.6036754	1.5078913	1.1307135	0.7608952	0.5770920	0.0044850	0.0032559	0.0190983	0.0572982	0.0457845	0.1648050	-17.066
41035000	5.0873127	3.2594666	2.4834052	1.5918580	1.0968419	0.7711269	0.5972656	0.0052975	0.0036696	0.0173635	0.0750794	0.1182222	0.0646623	-19.607
41040000	5.0059902	3.2777813	2.4719561	1.4393824	1.0154954	0.6390776	0.4774328	0.0050183	0.0035491	0.0197927	0.0643621	0.0555399	0.0832088	-21.071
41045000	5.1218986	3.1788726	2.5413660	1.4204710	1.1275524	0.7148453	0.5612109	0.0050415	0.0031330	0.0245362	0.0927773	0.0557301	0.1779376	-14.711
41050000	5.0518427	3.2679985	2.5087172	1.4107341	1.0924099	0.6886107	0.5172816	0.0051057	0.0032992	0.0151904	0.0368134	0.0404465	0.0590002	-12.850
41055000	5.0056728	3.2319521	2.4885096	1.4255422	1.1992052	0.7838175	0.6088826	0.0053494	0.0036429	0.0169186	0.0716618	0.1131226	0.0662557	-16.524
41060000	5.0066286	3.1864874	2.5253164	1.4268101	1.1485339	0.7419066	0.5346613	0.0047483	0.0033505	0.0176819	0.0493980	0.0608379	0.1350325	-24.042
41065000	5.1080184	3.2971117	2.7191160	1.5956108	1.1491592	0.6934127	0.5400846	0.0049123	0.0029346	0.0200667	0.0600928	0.1007576	0.0776885	-24.677
41070000	5.1779851	3.2648607	2.5441141	1.5130361	1.0468098	0.7147106	0.5639891	0.0054914	0.0036747	0.0166665	0.1390623	0.0865429	0.1394302	-16.860
41075000	5.0218861	3.2896286	2.6290537	1.4578585	1.0969885	0.7027336	0.5488455	0.0046456	0.0033631	0.0180750	0.0429429	0.0818811	0.0532710	-9.656
41080000	5.1464604	3.1789566	2.4065537	1.4066944	1.0294433	0.6319344	0.4777725	0.0054448	0.0034494	0.0183146	0.0827469	0.1022375	0.0774022	-19.676
41085000	5.0986860	3.1827915	2.4626402	1.4889784	1.1324024	0.7271981	0.5630495	0.0047429	0.0030730	0.0191162	0.0925368	0.0993629	0.1135151	-17.509
41090000	5.0292303	3.2346204	2.5424256	1.4036860	1.1851883	0.7682331	0.6269040	0.0053037	0.0035256	0.0185403	0.0721506	0.0351044	0.0392813	-20.524
41095000	5.2400158	3.2704234	2.5528622	1.4896790	1.0753732	0.7095619	0.5487874	0.0044937	0.0032815	0.0181402	0.0704968	0.0417995	0.1291234	-24.926
41100000	5.0554327	3.2759615	2.5711606	1.4211461	0.9943374	0.6205841	0.4657443	0.0052996	0.0035452	0.0207481	0.0529383	0.0731805	0.0530901	-18.515
41105000	5.0166048	3.0735767	2.5379284	1.4257936	0.9955244	0.7317152	0.5253494	0.0057598	0.0035087	0.0203976	0.0898525	0.0648227	0.0664494	-20.893
41110000	5.0794137	3.2723403	2.5524772	1.4565032	1.1978113	0.6987284	0.5360929	0.0047254	0.0029581	0.0199787	0.0630638	0.0633779	0.0806357	-18.879
41115000	5.0627109	3.2502257	2.6155331	1.4856167	1.1149228	0.7279933	0.4921392	0.0048585	0.0032519	0.0184399	0.0408109	0.0601189	0.1573458	-19.976
41120000	5.0381884	3.2065457	2.5191901	1.4282488	1.0993791	0.7649373	0.6041195	0.0045652	0.0033354	0.0205603	0.0960697	0.1085423	0.1695606	-23.534
41125000	5.0388933	3.1699399	2.5408656	1.4476944	0.9966131	0.6482375	0.5042292	0.0053600	0.0039703	0.0206403	0.0844821	0.2064459	0.0736242	-16.080
41130000	5.1119402	3.2691577	2.5531340	1.3852309	1.0851840	0.6842669	0.5276231	0.0052292	0.0036577	0.0196803	0.0655905	0.0558851	0.0391230	-20.196
41135000	5.1041441	3.2231805	2.5353789	1.4395252	1.0543226	0.6668959	0.5018313	0.0045891	0.0031179	0.0186127	0.0857073	0.0801110	0.0882335	-18.670
41140000	5.0589986	3.2323789	2.5934363	1.4972957	1.0847989	0.7509335	0.5863633	0.0050222	0.0038322	0.0195457	0.0452599	0.1528102	0.0895254	-10.031
41145000	5.1384392	3.2592851	2.6617404	1.6433048	1.1306109	0.7640774	0.6068597	0.0049987	0.0031889	0.0193479	0.1297607	0.0720434	0.0927475	-30.678
41150000	5.0075220	3.2626628	2.5581146	1.4114840	1.1163157	0.7240531	0.5208421	0.0047213	0.0032990	0.0187043	0.0497444	0.0849488	0.0903644	-14.622
41155000	5.0685850	3.1831863	2.4192140	1.5251229	0.9488221	0.6882476	0.4945599	0.0053272	0.0034490	0.0191182	0.0314831	0.0467415	0.1325460	-20.641
41160000	5.1151027	3.2819168	2.6753577	1.5374622	1.2811030	0.7918727	0.6396969	0.0053394	0.0032601	0.0173599	0.0899975	0.0578880	0.1876871	-19.654
41165000	5.0204755	3.2523558	2.5047699	1.4511748	1.0624333	0.6611928	0.4786015	0.0050563	0.0034863	0.0170632	0.0625149	0.0572743	0.0730111	-26.321
41170000	5.0008744	3.2366361	2.5813050	1.4522591	1.1181943	0.7379914	0.5584054	0.0046799	0.0034481	0.0194153	0.0485780	0.0594697	0.1352430	-22.707
41175000	5.0079185	3.2877506	2.6676740	1.4043015	0.9946077	0.6266736	0.4457626	0.0058934	0.0034241	0.0197228	0.0924136	0.0542459	0.0516725	-22.479
41180000	5.0003386	3.2542221	2.5509368	1.3881682	1.1952239	0.6457941	0.4934356	0.0053700	0.0034130	0.0190201	0.1030708	0.0763843	0.0926140	-17.641
41185000	5.0764390	3.2344372	2.5915667	1.4451219	0.9977665	0.7176101	0.5402855	0.0053576	0.0035770	0.0196619	0.0538284	0.0799312	0.0901799	-18.063
41190000	5.1911331	3.2430030	2.4637113	1.4714739	1.0841156	0.7097218	0.5176598	0.0057529	0.0039317	0.0195527	0.0711237	0.1226081	0.0604995	-18.519
41195000	5.0299967	3.2665831	2.6539628	1.5106030	1.0187903	0.6816183	0.5111392	0.0047506	0.0036836	0.0178338	0.1131203	0.0710029	0.0726069	-13.597
41200000	5.1275045	3.2705160	2.4929393	1.4006132	1.1656592	0.8247719	0.5431016	0.0050319	0.0034074	0.0177315	0.0750258	0.1138641	0.1057573	-18.301
41205000	5.0119046	3.2711381	2.6806244	1.4727993	1.1378451	0.7469963	0.6018178	0.0049204	0.0032176	0.0196516	0.0444811	0.0496287	0.0857156	-21.725
41210000	5.0106344	3.1971370	2.5888808	1.4730962	1.0776099	0.7212697	0.5623684	0.0058312	0.0030306	0.0194013	0.0746501	0.0948255	0.0970236	-23.445
41215000	5.0654136	3.1859099	2.5763011	1.4375463	0.9574438	0.6211761	0.4686224	0.0055672	0.0033085	0.0196154	0.0599464	0.0454152	0.1460508	-22.201
41220000	5.0464752	3.2730894	2.5731114	1.4137582	1.0624956	0.6695771	0.5032599	0.0049115	0.0032290	0.0189507	0.0954935	0.0522345	0.0488448	-23.712
41225000	5.0522123	3.1718679	2.6401351	1.5319664	1.1524293	0.7528169	0.5949347	0.0053218	0.0039101	0.0172723	0.1137766	0.0577735	0.1019420	-22.439
41230000	5.0911872	3.1996622	2.3747183	1.3971952	0.9444840	0.6141907	0.4755802	0.0058741	0.0036700	0.0225158	0.1524147	0.1022227	0.0984862	-21.634
41235000	5.0498091	3.2446256	2.8597929	1.3863882	1.0452687	0.7081949	0.5000065	0.0050295	0.0035925	0.0223732	0.0974210	0.0898094	0.1012946	-21.776
41240000	5.3359010	3.2406134	2.6696956	1.4421977	1.3248496	0.8357459	0.6561532	0.0048426	0.0033405	0.0180430	0.1402983	0.0747118	0.1108097	-20.249
41245000	5.3606670	3.2551279	2.5209708	1.3993521	1.1410976	0.7114555	0.4776896	0.0056817	0.0041959	0.0220558	0.0906902	0.1768973	0.1230605	-23.856
41250000	5.2669727	3.2812642	2.6996073	1.4285926	1.1424161	0.7526297	0.5895091	0.0044775	0.0032197	0.0200729	0.1289505	0.0600646	0.0843914	-19.461
41255000	5.0052248	3.2343100	2.7099429	1.4238054	1.1723476	0.7457614	0.5716485	0.0067001	0.0033389	0.0220964	0.1270183	0.1296079	0.0771049	-17.850
41260000	5.1386789	3.2924916	2.5450137	1.5849525	1.2203003	0.7831647	0.5618128	0.0049865	0.0034834	0.0199976	0.0705284	0.0598123	0.1175335	-26.016
41265000	5.1663059	3.2606562	2.6704190	1.3812667	1.1157605	0.7189543	0.5660707	0.0046784	0.0026975	0.0164768	0.0526662	0.1979039	0.1008347	-15.913
41270000	5.2151223	3.2175526	2.5161280	1.4393463	0.9762011	0.6307452	0.4939465	0.0053913	0.0038944	0.0207716	0.0843708	0.1423484	0.0917345	-16.836
41275000	5.0675383	3.2440613	2.5829015	1.5355795	1.1565886	0.7377753	0.5277099	0.0048039	0.0031932	0.0191491	0.0894735	0.0995311	0.0633492	-13.559
41280000	5.1726981	3.2577271	2.6954716	1.3853961	1.2998566	0.6920284	0.5388970	0.0051048	0.0030881	0.0176581	0.0766479	0.0826284	0.1163884	-22.016
41285000	5.0199092	3.2297430	2.3805455	1.3828246	1.1248843	0.7178665	0.5548351	0.0052282	0.0037700	0.0187663	0.0615685	0.0949724	0.0549424	-15.370
41290000	5.0078527	3.1884011	2.6241930	1.5834023	1.1067201	0.7377899	0.5427582	0.0050767	0.0031924	0.0199747	0.0432658	0.0964668	0.1065470	-14.094
41295000	5.2097477	3.1827127	2.5566833	1.5221994	0.9715967	0.7805483	0.5737586	0.0063315	0.0039258	0.0246111	0.0877161	0.2390459	0.1951485	-15.991
41300000	5.0788373	3.2732545	2.5499419	1.5020691	1.0565097	0.6722646	0.5372117	0.0054984	0.0029664	0.0210849	0.0485772	0.0489766	0.0709319	-19.321
41305000	5.0079599	3.2685715	2.7257590	1.4803611	1.1947900	0.7903262	0.6078151	0.0048424	0.0030399	0.0191787	0.0499795	0.1219123	0.1359280	-27.627
41310000	5.1052788	3.1739374	2.6476764	1.4644640	1.0715995	0.7239730	0.5304971	0.0060153	0.0035533	0.0161824	0.0630343	0.0390904	0.0925948	-20.791
41315000	5.1340022	3.2783630	2.6593340	1.6731567	1.0907274	0.7656435	0.6010309	0.0049416	0.0034486	0.0210299	0.0797323	0.0937761	0.1227475	-18.287
41320000	5.0227653	3.2428834	2.6645275	1.4400465	1.0586069	0.7446279	0.5588653	0.0052582	0.0035352	0.0183048	0.0957095	0.0948310	0.0759871	-19.579
41325000	5.0894817	3.1695618	2.5848105	1.4452277	0.9833050	0.6607703	0.5226558	0.0071568	0.0037133	0.0217161	0.1904099	0.0664737	0.1004793	-20.747
41330000	5.0714528	3.2263450	2.4381441	1.3836540	1.0949311	0.7010262	0.5201639	0.0056699	0.0044632	0.0179722	0.0602822	0.1194134	0.0694868	-20.215
41335000	5.0856485	3.2059177	2.4835161	1.4069747	0.9601536	0.6730436	0.5158091	0.0048433	0.0032593	0.0198721	0.0466486	0.1169652	0.1182459	-22.363
41340000	5.0153957	3.2546590	2.5301022	1.4201130	1.1560146	0.7561407	0.6161187	0.0049995	0.0032302	0.0195686	0.0580991	0.0398691	0.2067521	-15.434
41345000	5.0187242	3.2845113	2.6769659	1.5086659	1.1188185	0.7405762	0.5054995	0.0048023	0.0037192	0.0201132	0.0520063	0.1208639	0.1679391	-15.705
41350000	5.0506441	3.1073264	2.4816827	1.5001469	1.0623408	0.7658585	0.5714869	0.0055353	0.0038151	0.0160050	0.0818549	0.1428149	0.1840167	-18.177
41355000	5.0234049	3.1952759	2.4836670	1.5184202	0.9929239	0.6164420	0.4801933	0.0055484	0.0039781	0.0176717	0.0825780	0.1022456	0.0889386	-18.163
41360000	5.0100414	3.2413508	2.7406530	1.4447572	1.2192875	0.8599569	0.6849758	0.0046727	0.0031958	0.0161461	0.1384340	0.0364942	0.0724343	-19.786
41365000	5.0918879	3.2459223	2.4609486	1.3815180	1.1313199	0.7410460	0.5499132	0.0046979	0.0037638	0.0178989	0.0575227	0.0614125	0.0411225	-14.911
41370000	5.1645955	3.2174478	2.4690295	1.5355719	1.0448583	0.7153297	0.5215210	0.0048392	0.0035461	0.0190036	0.0819193	0.0464201	0.1689963	-27.625
41375000	5.0154469	3.1799106	2.4841165	1.3988771	1.1544744	0.6805755	0.5259171	0.0050949	0.0034945	0.0184713	0.0547821	0.0708521	0.0926789	-28.358
41380000	5.0756107	3.2008883	2.5448205	1.5292373	1.0055548	0.6897916	0.4915583	0.0056758	0.0033103	0.0193077	0.1442604	0.0515787	0.0926705	-21.609
41385000	5.1079797	3.2171009	2.7389419	1.4519653	1.1159046	0.7342741	0.5580989	0.0052613	0.0033492	0.0208794	0.0520636	0.0900470	0.1252931	-17.542
41390000	5.0061599	3.2350590	2.5478023	1.4323204	1.1034720	0.6908523	0.4695981	0.0049742	0.0032004	0.0220857	0.0477125	0.0612954	0.2022395	-18.938
41395000	5.0972997	3.1700676	2.4628206	1.5677219	1.0163918	0.6944487	0.4695223	0.0052697	0.0033546	0.0179733	0.0448290	0.0749352	0.0740594	-17.530
41400000	5.3334105	3.2538551	2.6845992	1.6098841	1.0475109	0.5867442	0.4160032	0.0046755	0.0034675	0.0197294	0.1389714	0.1186858	0.1337292	-19.960
41405000	5.1257840	3.2454381	2.6245199	1.5839061	0.9930602	0.6801028	0.5114129	0.0051862	0.0033406	0.0177704	0.1181427	0.0555434	0.0376285	-24.785
41410000	5.1898943	3.2882983	2.5788936	1.5041330	1.0713526	0.6574997	0.5022034	0.0059677	0.0036262	0.0192850	0.1009135	0.0667242	0.0560469	-18.352
41415000	5.1738458	3.1831180	2.6193039	1.4621573	1.1258454	0.8211958	0.6846675	0.0049460	0.0035278	0.0190642	0.1286376	0.1325095	0.1632404	-18.276
41420000	5.0181453	3.2505885	2.7255238	1.4931696	1.1573101	0.7353827	0.5560247	0.0053884	0.0029871	0.0176015	0.0407486	0.0457788	0.1018574	-22.676
41425000	5.1123928	3.2699408	2.4225033	1.3806018	0.9714489	0.6342306	0.4827849	0.0058359	0.0039123	0.0183010	0.0740213	0.0680821	0.0519019	-19.824
41430000	5.0218929	3.2581482	2.6011688	1.4272965	1.1631751	0.8106451	0.6181015	0.0052399	0.0032851	0.0189897	0.0798024	0.0442483	0.2014218	-25.143
41435000	5.0614708	3.2824123	2.6075692	1.5173890	1.0345459	0.6970679	0.5315486	0.0048406	0.0034375	0.0137945	0.0987383	0.0451893	0.1196289	-27.711
41440000	5.0433555	3.2793695	2.6511185	1.5415719	1.1031689	0.6734723	0.5091481	0.0052928	0.0031707	0.0179103	0.0732782	0.0873643	0.0515534	-21.369
41445000	5.0721550	3.2654970	2.5133362	1.4087762	1.0195135	0.6426023	0.4809684	0.0054906	0.0040081	0.0171111	0.0298332	0.0936218	0.0524792	-23.576
41450000	5.2714952	3.1321728	2.4972331	1.4630660	1.1197927	0.8091275	0.6739930	0.0049936	0.0037418	0.0202988	0.1258746	0.0761040	0.2370421	-18.418
41455000	5.0657247	3.2524119	2.5140937	1.5485594	1.2305265	0.7363598	0.4905952	0.0053852	0.0032621	0.0167949	0.1329459	0.0818902	0.0561927	-22.016
41460000	5.0168477	3.2347505	2.5407091	1.4470239	1.1422951	0.7405300	0.5938867	0.0053354	0.0029348	0.0193130	0.1748288	0.0476826	0.0789847	-32.042
41465000	5.1987043	3.2737191	2.6515781	1.4016842	1.1003730	0.7835211	0.6283290	0.0052067	0.0035372	0.0177135	0.0498337	0.0510041	0.1066890	-16.070
41470000	5.0644593	3.2572798	2.6294391	1.4345392	1.1098544	0.6866881	0.4386181	0.0051110	0.0036006	0.0178565	0.0431274	0.0374942	0.0685976	-24.251
41475000	5.0581363	3.2675864	2.5991476	1.3832115	1.1519794	0.7945057	0.5622273	0.0050825	0.0031082	0.0150982	0.0524156	0.0826687	0.1222465	-36.875
41480000	5.0333526	3.2949242	2.7313711	1.5206467	1.2189295	0.7579866	0.5415266	0.0049521	0.0035220	0.0183142	0.1361398	0.0906746	0.0547284	-23.144
41485000	5.1794682	3.1858180	2.4372092	1.3926461	1.0526435	0.7033945	0.5400708	0.0049663	0.0035967	0.0185915	0.0737050	0.0463836	0.0781616	-22.225
41490000	5.0578346	3.1616044	2.6050383	1.6853769	1.0034866	0.6977843	0.5371344	0.0053600	0.0031801	0.0200222	0.0911823	0.0655874	0.2230760	-23.554
41495000	5.1455885	3.2206774	2.4632975	1.4000706	0.9958964	0.5902528	0.4389295	0.0056193	0.0036627	0.0193366	0.0587199	0.0673334	0.0433757	-31.241
41500000	5.1198638	3.2031039	2.4364422	1.4655599	1.0584146	0.7187450	0.5200408	0.0051060	0.0035721	0.0186921	0.1064756	0.0515392	0.1459989	-14.318
41505000	5.0947545	3.2791213	2.3787614	1.3990159	1.0345403	0.6686172	0.5105410	0.0052039	0.0030008	0.0165582	0.0313852	0.0952806	0.1530040	-21.705
41510000	5.0459815	3.0903584	2.5624605	1.5119197	1.1544938	0.6441420	0.4940298	0.0052319	0.0043839	0.0189722	0.0489722	0.1015392	0.1508976	-17.383
41515000	5.0012361	3.2620497	2.6570396	1.4595705	1.0784224	0.6699373	0.5285636	0.0048599	0.0034969	0.0179259	0.0433645	0.0653568	0.0873884	-14.607
41520000	5.0770276	3.2124242	2.4229794	1.3829146	1.0372373	0.7421923	0.5122035	0.0053262	0.0038696	0.0188644	0.0865853	0.1467325	0.1179417	-12.876
41525000	5.0400944	3.2659238	2.5116069	1.3832537	0.9596932	0.6050408	0.4656994	0.0056948	0.0041405	0.0209658	0.0541193	0.0859054	0.0676460	-15.810
41530000	5.0159536	3.2043014	2.5552864	1.3887781	0.9847491	0.6768824	0.5478378	0.0052243	0.0034084	0.0204665	0.0479609	0.1050135	0.1192417	-19.871
41535000	5.0852448	3.2247506	2.7647357	1.4757599	1.1680424	0.7160643	0.5826171	0.0046471	0.0035086	0.0203727	0.0640314	0.0693999	0.1185136	-16.435
41540000	5.0423149	3.1812953	2.3419425	1.5103333	1.0221969	0.6794930	0.4762253	0.0063471	0.0036733	0.0232508	0.1453117	0.1031562	0.1259825	-28.695
41545000	5.0321347	3.2051212	2.4862075	1.5004928	1.0339514	0.6589111	0.5181390	0.0058950	0.0031868	0.0202677	0.0699178	0.1016897	0.0673203	-18.453
41550000	5.0329536	3.2805557	2.7414219	1.5682113	1.2042442	0.8034184	0.6225176	0.0047277	0.0030990	0.0183747	0.0652749	0.0640689	0.1176919	-18.825
41555000	5.0103028	3.1908756	2.5866250	1.5940431	0.9974917	0.7255987	0.5612832	0.0055390	0.0038819	0.0181114	0.0428215	0.0541620	0.1656908	-21.212
41560000	5.0436991	3.2785528	2.7279990	1.4333931	1.1690930	0.7621503	0.5856468	0.0051693	0.0034129	0.0195722	0.0608539	0.0447267	0.1957536	-21.053
41565000	5.1967703	3.2686917	2.6609829	1.5297394	1.1673682	0.7810519	0.5867576	0.0045981	0.0034209	0.0186432	0.0649270	0.0340023	0.1025077	-16.592
41570000	5.0141341	3.2448338	2.4017068	1.4885989	1.1077967	0.6767761	0.5091703	0.0051031	0.0032695	0.0196172	0.0351115	0.1007413	0.1053120	-8.805
41575000	5.1059943	3.1713143	2.4783065	1.6389056	1.1458911	0.7948553	0.5845827	0.0051700	0.0033892	0.0258795	0.0596596	0.0774686	0.2677495	-16.692
41580000	5.0098992	3.2688152	2.6596318	1.5725500	1.1420450	0.7521858	0.6028530	0.0050318	0.0035074	0.0166282	0.0459655	0.0941607	0.0747831	-19.049
41585000	5.0340489	3.2642812	2.5269255	1.4294735	1.0536769	0.6949442	0.4943913	0.0049812	0.0034440	0.0217937	0.0821099	0.0622956	0.1193310	-26.702
41590000	5.0511423	3.2515875	2.6319587	1.5486188	1.0791063	0.7297172	0.5631962	0.0048313	0.0035183	0.0195500	0.0419980	0.0361776	0.0813642	-16.831
41595000	5.0747639	3.1835266	2.5801230	1.5344209	1.0858437	0.6507713	0.4955899	0.0045943	0.0036757	0.0193670	0.1390687	0.0816010	0.1318732	-17.496
41600000	5.3799690	3.1406058	2.4200813	1.3976476	1.1419979	0.7767360	0.5967184	0.0055317	0.0034007	0.0177259	0.0682698	0.0610704	0.1088197	-20.782
41605000	5.0543889	3.1597945	2.4910495	1.4875464	1.1964418	0.8038081	0.6534496	0.0047965	0.0037274	0.0182356	0.0399041	0.0459920	0.0806741	-18.491
41610000	5.4654303	3.2512759	2.5670058	1.5131979	1.1436185	0.7609712	0.5907275	0.0048680	0.0035526	0.0185894	0.0779309	0.1052156	0.0990369	-17.353
41615000	5.0658691	3.2639677	2.6164094	1.4613145	1.0871237	0.6477728	0.4850159	0.0058563	0.0034443	0.0201483	0.0637822	0.2246098	0.0476767	-21.911
41620000	5.0006410	3.2795101	2.6797827	1.4269261	1.1491943	0.6740461	0.4598365	0.0053987	0.0033866	0.0197348	0.0628975	0.1187407	0.0927667	-18.096
41625000	5.1691860	3.2809647	2.5256870	1.4247252	1.1894388	0.7914540	0.5931406	0.0053425	0.0032329	0.0195732	0.0897465	0.0824692	0.0672288	-13.003
41630000	5.0037486	3.2201872	2.6470594	1.4806939	1.0150562	0.6551940	0.4774061	0.0052470	0.0036328	0.0183255	0.0615585	0.0676222	0.1705007	-18.733
41635000	5.0846657	3.2672851	2.6715805	1.4014612	1.0241914	0.7336667	0.5817485	0.0047651	0.0031239	0.0195276	0.1422519	0.0615521	0.0923985	-21.459
41640000	5.0518451	3.2344464	2.4492627	1.4097615	1.0788085	0.7108727	0.5583541	0.0055823	0.0035636	0.0185307	0.1140823	0.1127997	0.1174981	-23.250
41645000	5.2392199	3.2786864	2.5631961	1.4136215	1.1113161	0.7950764	0.6111475	0.0053321	0.0036683	0.0217125	0.0457087	0.0618025	0.0959661	-18.400
41650000	5.0038798	3.2676133	2.4629128	1.4077714	0.9898982	0.6606903	0.5273282	0.0052647	0.0030565	0.0218106	0.0627471	0.0476496	0.0979865	-14.926
41655000	5.1445426	3.1741042	2.6667675	1.4189380	0.8821948	0.5661589	0.4662422	0.0056301	0.0036520	0.0238503	0.1017332	0.1123267	0.1391053	-22.757
41660000	5.0521625	3.2346449	2.6990203	1.5051871	1.1866885	0.7845134	0.5842951	0.0044934	0.0035966	0.0193944	0.0549616	0.0575969	0.1102217	-20.025
41665000	5.1075775	3.2621355	2.4667652	1.5082789	1.1570554	0.7508517	0.5266100	0.0045434	0.0033079	0.0201079	0.0620793	0.1364835	0.0845377	-19.747
41670000	5.4228920	3.1986241	2.5219388	1.5980906	0.9883634	0.6091864	0.4680868	0.0057274	0.0036182	0.0167066	0.0532141	0.0947148	0.0961191	-17.896
41675000	5.0374358	3.2088444	2.4988901	1.4763312	1.0847166	0.7378523	0.6094848	0.0058352	0.0032732	0.0209859	0.0651504	0.0477468	0.0767360	-21.721
41680000	5.1152518	3.2708118	2.6092823	1.4778697	1.0152516	0.6582788	0.5077478	0.0055380	0.0036851	0.0184291	0.0549220	0.0609083	0.0867924	-18.330
41685000	5.0841164	3.2829902	2.4810881	1.4102499	0.9997657	0.6384803	0.4818279	0.0054698	0.0038148	0.0206519	0.0356017	0.0637133	0.0384695	-25.951
41690000	5.1838302	3.2463540	2.7247549	1.4607101	1.0911757	0.7263561	0.5509436	0.0049218	0.0035307	0.0178961	0.0498589	0.0818476	0.2020227	-28.474
41695000	5.0578996	3.2503115	2.4735335	1.5174129	1.0847094	0.7038038	0.5095140	0.0050653	0.0031407	0.0160018	0.0381870	0.0892209	0.0718040	-24.125
41700000	5.3305441	3.2332553	2.4782381	1.4713867	1.1766083	0.7196523	0.5969023	0.0046036	0.0034809	0.0176960	0.1190142	0.1276937	0.0962247	-24.634
41705000	5.0506004	3.2777189	2.4395400	1.5006177	0.9915510	0.6145578	0.4853683	0.0051121	0.0038549	0.0181235	0.1135161	0.0594541	0.0644612	-18.529
41710000	5.0361324	3.2261850	2.6491905	1.4113721	1.1831698	0.7466712	0.5790754	0.0050081	0.0031547	0.0187120	0.0437951	0.0558530	0.1009472	-17.049
41715000	5.0490874	3.2725759	2.6109100	1.4712211	1.0389879	0.7191752	0.5542228	0.0054535	0.0036863	0.0168205	0.0873543	0.0487290	0.0982773	-24.116
41720000	5.0136748	3.2522557	2.5530282	1.5296122	0.9953284	0.7052703	0.5324081	0.0060734	0.0035113	0.0192872	0.0935033	0.0475684	0.1342920	-31.929
41725000	5.1233416	3.2356176	2.6200886	1.5354485	1.2264838	0.8145721	0.6181835	0.0047139	0.0035122	0.0204597	0.0475243	0.2291108	0.1464252	-16.693
41730000	5.1688301	3.2394411	2.5776322	1.5726373	1.0673131	0.6801710	0.5113825	0.0049567	0.0034188	0.0185281	0.1045032	0.0331731	0.1272477	-20.594
41735000	5.0629618	3.2719035	2.6357955	1.3933255	1.1443911	0.6678164	0.4975730	0.0049073	0.0031803	0.0186618	0.0407582	0.0786835	0.0903608	-19.772
41740000	5.0396930	3.2788611	2.6023829	1.4001759	1.1514732	0.7026234	0.5494541	0.0049976	0.0030998	0.0191471	0.0549121	0.0619481	0.0541839	-19.320
41745000	5.0959382	3.2133271	2.4743876	1.3893882	0.9622341	0.6147707	0.4798498	0.0065243	0.0035385	0.0193372	0.0941238	0.0666817	0.0533091	-13.520
41750000	5.0385161	3.2816199	2.6074714	1.4310478	1.0720649	0.7344965	0.5632101	0.0051420	0.0034988	0.0176649	0.0764010	0.1046861	0.0418025	-14.831
41755000	5.0387126	3.2283625	2.7250393	1.5528189	1.2427815	0.8498528	0.6218843	0.0047299	0.0033390	0.0173459	0.0967623	0.0431654	0.0995253	-22.636
